61,The product must support Internet Explorer 5.5 and above.,O,39,6
62,The product must support Mozilla Firefox 1.0 and above.,O,40,6
63,The product shall interface with the Choice Parts System.,O,41,6
64,This provides the feed of recycled parts data.,O,41,6
65,The product shall run on the existing hardware for all environments.,O,42,6
66,The product shall adhere to the corporate Architecture guidelines,O,43,6
67,The product shall comply with corporate User Interface Guidelines,LF,44,4
69,The appearance of the product shall appear professional,LF,46,4
70,The software product is expected to run on Windows or Linux platforms.,O,47,6
71,The product shall be easy to use by Adjusters and Collision Estimators.,US,48,10
72,95% of Adjusters and Collision Estimators shall find the product easy to use.,US,48,10
73,The product shall increase productivity of Collision Estimators.,US,49,10
74,80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,US,49,10
75,Users shall feel satisfied using the product.,US,50,10
76,85% of all users will be satisfied with the product.,US,50,10
77,The product shall be easy to learn by Adjusters and Collision Estimators.,US,51,10
78,The product shall be learned with two days onsite training,US,51,10
79,The user shall easily locate instructions while using the product.,US,52,10
80,User help can be found within 90% of the system.,US,52,10
82,The search results shall be returned in under 15 seconds.,PE,53,7
83,The search for the preferred repair facility shall take no longer than 8 seconds.,PE,54,7
85,The recycled parts audit report shall be returned to the user within 10 seconds.,PE,55,7
86,The audit report shall be returned within 10 seconds.,PE,55,7
87,The preferred repair facility ratings shall be saved within 5 seconds.,PE,56,7
88,The save shall occur within 5 seconds.,PE,56,7
89,The product shall adhere to the corporate online availability schedule.,A,57,0
90,The application is brought down only within 98% of the scheduled outages per the availability schedule.,A,57,0
91,The product shall achieve a 98% uptime.,A,58,0
92,The product shall not fail more than 2% of the available online time.,A,58,0
94,The system shall perform with 1500 users as a time.,SC,59,8
95, The average number of recycled parts records per day shall be 50 000.,SC,60,8
96, The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.,SC,61,8
99,The maintenance of the product will fall within the established corporate maintenance windows.,O,64,6
100,The product shall be supported using the corporate support center.,O,65,6
103,No users without an adjuster role shall request recycled parts audits.,SE,67,9
105,Users without the supervisor role cannot access the repair facility ratings.,SE,68,9
107,Users without the collision estimator role shall not have access to the search for recycled parts.,SE,69,9
108,Only valid data shall be entered into the system.,SE,70,9
109,No invalid data shall be entered into the system.,SE,70,9
110,One insurance company shall not be able to view another insurance companys claim data.,SE,71,9
111,The product shall free of computer viruses.,SE,72,9
113,The product must comply with Sarbanes-Oxley.,L,74,3
115,The product shall comply with insurance regulations regarding claims processing.,L,76,3
116, The user shall search for the preferred repair facility using vehicle  vehicle location  and radius in miles,F,77,1
118, The vehicle location shall include street address  city  state  and zipcode,F,79,1
120,The search radius shall be between 1 and 30 miles,F,81,1
121,The system shall locate the preferred repair facility with the highest ratings for the input criteria,F,82,1
122,The adjuster shall enter the preferred repair facility on the estimate assignment.,F,83,1
123,The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.,F,84,1
125,The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.,F,86,1
126,The estimator shall search for available recycled parts using damaged vehicle parts information.,F,87,1
127,The estimator shall search for available recycled parts using a list of preferred parts suppliers.,F,88,1
128,The system shall search for available recycled parts for the supplied vehicle parts and suppliers.,F,89,1
130,The system shall retain the available recycled parts and suppliers returned from the search.,F,91,1
131,The available recycled parts information and their suppliers shall be returned to the user.,F,92,1
135,The adjuster shall request a recycled parts audit of the collision estimate.,F,96,1
136,The recycled parts search results provided to the estimator shall be retrieved by the system.,F,97,1
138,The audit report shall include the total number of recycled parts used in the estimate.,F,99,1
140, The audit report shall include the percentage of available recycled parts used in the estimate,F,101,1
141,The audit report shall include the total score of the audit which sums the indivual line items.,F,102,1
142,The audit report shall be displayed to the user.,F,103,1
144,The user shall select to view the preferred repair facility ratings.,F,105,1
147,The user shall enter new ratings based on the audit report,F,108,1
148,The ratings shall be from a scale of 1-10,F,109,1
150,The user shall select to save the preferred repair facility ratings.,F,111,1
151,The preferred repair facility ratings shall be saved by the system.,F,112,1
152, The product must work with most database management systems (DBMS) on the market  whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.,O,113,6
153,The product will function alongside server software on any operating system where the Java runtime can be installed.,O,114,6
154,The product will require collaboration with a database management system (DBMS).,O,115,6
155,The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.,O,115,6
156, The product must make use of web/application server technology.,O,116,6
157,Open source examples include Apache web server  Tomcat  and the JBoss application server.,O,116,6
158, A database management system such as Oracle  DB2  MySql or HSQL will need to be integrated with the product.,O,117,6
159, The product is Look and Feel shall be able to incorporate aspects of the customer is organization such as logo  branding  and identity,LF,118,4
160,The product shall have a conservative and professional appearance.,LF,119,4
161,The product shall make the users want to use it.,US,120,10
162,80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.,US,120,10
164,90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,US,121,10
166,80% of the users surveyed report that the product accurately confirms their actions.,US,122,10
168,The product shall allow for customization of start page and views preferences.,US,124,10
169, An employee will be able to successfully use the product within a few minutes.,US,125,10
170,After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.,US,125,10
171,The product shall use a standard navigation menu familiar to most web users.,US,126,10
173,The product shall conform to the Americans with Disabilities Act.,US,128,10
174,The response shall be fast enough to avoid interrupting the user is flow of thought.,PE,129,7
175,90% of tasks shall complete within 5 seconds.,PE,129,7
176,98% of tasks shall complete within 8 seconds.,PE,129,7
178,The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,FT,131,2
179, The product shall be capable of handling up to 1 000 concurrent requests.,SC,132,8
180,This number will increase to 2 000 by Release 2.,SC,132,8
182, The product shall be able to process 10 000 transactions per hour within two years of its launch.,SC,133,8
183,This number will increase to 20 000 by Release 2.,SC,133,8
185,The product shall be used in office environments.,O,135,6
186,The product must be able to interface with any HTML browser.,O,136,6
188,The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).,O,136,6
189,The product must be able to interface with various database management systems.,O,137,6
190,The product shall communicate successfully with the database management system on 100% of all transactions.,O,137,6
191,The product must be able to interface with various email servers.,O,138,6
192,The product shall be able to send email.,O,138,6
193,The product shall be available for distribution via the Internet as a binary or ZIP file.,O,139,6
194,The product shall be available for distribution as a packaged CD.,O,140,6
195, The product will be available for licensing as a one-server  two-five servers  or five-or-more servers license.,O,141,6
196,A new user must be able to be added to the system within 10 minutes.,US,142,10
197,90% of new users are able to log into the system within 10 minutes.,US,142,10
198,The product must be designed using Design Patterns and coding best practices.,MN,143,5
199,90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.,MN,143,5
200,The product must be highly configurable for use with various database management systems for the end users.,MN,144,5
202,Maintenance releases will be offered to customers once a year.,MN,145,5
203,The releases shall take no longer than 5 minutes for 80% of the customer base to install.,MN,145,5
207,Integration of new maps with the product shall be possible with little to no support from product support staff.,MN,147,5
209,For each emerging target market  it shall take no more than 5 days to configure the product for that market is language.,US,148,10
211,The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.,O,149,6
212,The product shall be able to be installed in any operating environment within 2 days.,O,150,6
213,The product shall ensure that only company employees or external users with company-approved user IDs may have product access.,SE,151,9
214,100% of all logons shall be by either company employees or external users with company-approved user IDs.,SE,151,9
215,Only managers are able to perform search queries for reservations by user.,SE,152,9
216,100% of all search queries for reservations by user shall be from logons of only management logons.,SE,152,9
217,The product shall ensure that the database is data corresponds to the data entered by the user.,SE,153,9
220,The product and/or adjacent hardware/software systems i data shall remain 100% uncorrupted each time malicious data is input into the product.,SE,154,9
221,The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data.,FT,155,2
222,The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.,FT,155,2
223,The product shall have the ability to receive automatic software updates as new threats emerge.,SE,156,9
224,100% of customers will be able to receive automatic software updates transmitted to the installed product.,SE,156,9
225,The language of the product shall accommodate all of the target market countries.,SC,157,8
226,90% of survey respondents from each target market country will find that the language of the product is acceptable.,SC,157,8
227,The product shall be able to display calendar dates and times according to the user is locale.,US,158,10
229,The product must be developed with the J2SE/J2EE programming language libraries,O,159,6
230,The product shall record meeting entries.,F,160,1
232,The product shall have the ability to send meeting reminders to employees.,F,162,1
234,The product will record meeting acknowledgements.,F,164,1
235,The product shall store new conference rooms.,F,165,1
236,The product shall update existing conference rooms.,F,166,1
238,The product shall be able to store new room equipment.,F,168,1
240,The product shall be able to delete room equipment.,F,170,1
243,The product shall record the transportation status of equipment reserved.,F,173,1
244,The product shall display a map of the company building showing conference room locations.,F,174,1
246,The product shall send a meeting confirmation to the meeting organizer.,F,176,1
247,The product shall display room equipment according to search parameters.,F,177,1
250,The product shall record all the equipment that has been reserved.,F,180,1
252,The product will allow priviledged users to view meeting schedules in multiple reporting views.,F,182,1
253,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,F,183,1
254,The product shall have a customizable Look and Feel.,F,184,1
255,The product shall have an intuitive user interface.,F,185,1
257,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.,PE,187,7
258,The System shall allow for a minimum of  6 users to work at the same time.,PE,188,7
262,Any changes in user passwords and/or permissions should take affect in all parts of the System.,SE,191,9
263,The System shall granularly control access rights to all major subsystems.,SE,192,9
266,The final version of the System must successfully pass independent audit performed by a certified auditor.,L,193,3
267,The System shall not require additional third party licenses resulting in royalty fees.,O,194,6
269,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,F,196,1
270,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,F,197,1
273,Product formula ingredients shall allow defining substitutionary ingredients.,F,200,1
275,Formula substitutionary ingredients shall be kept in persisted order,F,202,1
277,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,F,204,1
278,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,F,205,1
279,PME Subsystem shall allow for a product to exist in more than one submenu,F,206,1
280,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,F,207,1
281,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,F,208,1
285,System shall let customers register on the website as a  ipay as you go i user in under 5 minutes.,PE,212,7
286,System shall let customers register on the website as a  iunlimited movie subscriber i user in under 10 minutes.,PE,213,7
287,System shall let existing customers log into the website with their email address and password in under 5 seconds.,PE,214,7
288, System shall let customers cancel their account  process shall take no longer than 2 minutes.,PE,215,7
292,System shall let administrator add/remove movies on the website in under 5 minutes.,PE,217,7
294,System shall let the administrator add/remove categories on the website in under 5 minutes.,PE,218,7
295,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,PE,219,7
296,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,PE,220,7
297,The website shall be attractive to all audiences.,LF,221,4
298,The website shall appear to be fun and the colors should be bright and vibrant.,LF,221,4
302,The product should be able to be used by 90% of novice users on the Internet.,US,224,10
303, Users should only have to navigate through a maximum of 4 pages  to create an account with the website.,US,225,10
304,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,US,226,10
305,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,US,227,10
306,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,US,228,10
307,The product shall retain the customer is buying preferences and information.,US,229,10
308,The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.,US,230,10
309,Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,US,230,10
310,The product shall use symbols and words that are naturally understandable by users familiar with websites,US,231,10
312, Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.,PE,233,7
314, When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user is connection.),PE,235,7
315, While streaming a movie  buffering should only occur if there is latency in the user is connection.,PE,236,7
316, All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.,SE,237,9
317,Information will be encrypted in the database.,SE,237,9
318, The website shall be available for use 24 hours per day  365 days per year.,A,238,0
319,The website shall achieve 99.5% up time.,A,239,0
320, All movies shall be streamed on demand  at any time of the day.,A,240,0
321,The website shall continue to operate if the streaming server goes down.,FT,241,2
323,The streaming server will support 50 simultaneous streaming connections.,SC,243,8
325, The server will support a maximum of 1 000 simultaneous users.,SC,245,8
326, The website shall be capable of supporting 100 000 customers.,SC,246,8
330, We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.,O,250,6
331,Website must interface with the CyberSource API to process credit card transactions.,O,251,6
332,Website must be fully operational with MSN TV2.,O,252,6
333,Movies shall be encoded and streamed via Windows Media Player 9.0.,O,253,6
336,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,PE,256,7
338,The system will provide a 24 hour 800 toll free number for support to its customers.,A,258,0
339,The website will provide a help section with answers and solutions to common problems.,US,259,10
340, Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.,A,260,0
342,Only registered customers can purchase streaming movies.,SE,262,9
343, A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.,SE,263,9
344,Only authorized personnel can access customer records in the database.,SE,264,9
345,Only administrators can activate a pre-paid card.,SE,265,9
346,Only authorized personnel can access sales information.,SE,266,9
348, The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.,SE,268,9
349,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.,SE,269,9
350, The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.,SE,270,9
351,The system shall notify customers of changes to its information policy.,SE,271,9
352,The system shall reveal private information only in compliance with the organization is information policy.,SE,272,9
355,The streaming server will have anti-virus software to prevent infection of malicious viruses.,SE,275,9
356,The website should cater to all tribes in Nigeria.,LF,276,4
358, The website should appeal to all Africans  not only Nigerians.,LF,278,4
361,The website will comply with W3C standards.,L,281,3
363, The website will allow customers to search for movies by title  actor  or director.,F,283,1
364, viewing a movie details  the website will display the movies description  actor  and director entered in by the administrator.,F,284,1
365, Website shall request  and authorize credit card payment before allowing a user to stream a movie.,F,285,1
366, shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,F,286,1
367,Website shall allow customers to browse movies by categories entered in by izogn administrator.,F,287,1
368,Website shall allow customers to view reviews of selected movies by other customers.,F,288,1
370,Website shall allow the Izogn administrator to approve a review posted by a customer.,F,290,1
371,System will allow customers to pay for a streaming movie with a pre-paid card.,F,291,1
372, Website shall allow customers to purchase pre-paid cards of $5  $10  or $20 value either by credit card or mail-in payment option.,F,292,1
374,System shall allow users to update their billing and contact information via the  iMy Account i section of the website.,F,294,1
375, Pre-paid cards shall be distributed via email  or via a printed paper card.,F,295,1
376,Only registered customers can purchase streaming movies.,F,296,1
378,Website must be able to support free trial periods with various parameters set by the Izogn Manager.,F,298,1
380, All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.,F,300,1
381, Daily usage statistics should be logged  and accessible by the administrator.,F,301,1
382,The owner shall have free access to all of the streaming movies.,F,302,1
384,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,PE,304,7
385,For leads that process longer than 25 seconds the system will record the event and duration,PE,305,7
386,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,PE,306,7
387,The lead washing process will operate within the established physical web service structure.,O,307,6
393,If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,F,313,1
394,The leads washing functionality will validate all leads received by the web service for valid data,F,314,1
396,If the leads score falls within the high average score then it will be process by the ARA functionality.,F,316,1
398,If the leads score falls within the low average then it will be returned to the supplying vendor,F,318,1
400,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,F,320,1
401,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,F,321,1
402,The leads washing functionality will have an interface in which lead data parameters can be maintained.,F,322,1
403,The leads washing functionality will verify the users authentication and rights to make parameter updates.,F,323,1
404,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,F,324,1
406,The leads washing functionality shall receive a period list of available reps from the enterprise system.,F,326,1
407,The product shall simulate the look of ships at sea.,LF,327,4
408,The product shall display the grids within a circle as a view from a periscope.,LF,328,4
409,The product shall display each type of ship in a grid using an image of the specific type of ship.,LF,329,4
411, When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.,LF,331,4
412, When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.,LF,332,4
413, When a ship is sunk  the product shall simulate the sound of a sinking ship.,LF,333,4
414, The product shall be available 24 hours per day  seven days per week.,A,334,0
415,The product shall able to handle a large number of games simultaneously.,PE,335,7
416,The response time shall be fast enough to maintain the flow of the game.,PE,336,7
417,The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,PE,336,7
418,The product shall protect the identity of the players.,PE,337,7
419,The product shall provide players no access to information that might reveal the identity of another player.,PE,337,7
421,Nine out ten users shall be able to successfully complete a game with no training.,US,338,10
423,The product shall allow the user to select the language upon accessing the product.,US,339,10
425,The response time shall be fast enough to maintain the flow of the game.,PE,341,7
426,The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,PE,341,7
428,The product shall allow a user to identify himself or herself as a player.,F,343,1
429, Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,F,344,1
434, Once a game is initiated  the product shall display a defensive grid to each player,F,349,1
435, Once a game is initiated  the product shall display an offensive grid to each player.,F,350,1
436,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,F,351,1
444, The product shall maintain the status of each player for a turn  either offensive or defensive.,F,359,1
446, For each turn  the product shall allow the offensive player to define a shot.,F,361,1
449, For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,F,364,1
450, For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,F,365,1
451,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,F,366,1
452,When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,F,367,1
453,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,F,368,1
454,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,F,369,1
455,If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,F,370,1
456,If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,F,371,1
457,If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,F,372,1
458,The product shall continue to assign turns until the game is ended.,F,373,1
459,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player is ships  which had not been previously marked as sunk.,F,374,1
460,The product shall allow a player to end a game at any time during the game.,F,375,1
462,The notification of the game ending will include the reason the game is ended (i.e.,F,377,1
463,a player has won the game or a player has ended the game).,F,377,1
465,When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,F,379,1
466,The system shall be easy to use by callers and supervisors.,US,380,10
467,Callers and supervisors must be able to accomplish any system task within 2 minutes.,US,380,10
468,The system shall be easy to learn by callers and supervisors.,US,381,10
469,Callers and supervisors shall learn how to use the system within 10 minutes.,US,381,10
470,The system shall be responsive.,PE,382,7
471,At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,PE,382,7
472,On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,PE,383,7
473,On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,PE,384,7
476,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,MN,387,5
477,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,388,9
479,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,390,9
480,The interface shall have a simple look.,LF,391,4
483,In the interface and usability survey  80% of beta testers must report that the interface is appealing.,LF,392,4
484,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,LF,393,4
485,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,LF,394,4
487,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,US,396,10
490,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,PE,399,7
491,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,PE,400,7
493,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,PE,402,7
495,Rationale: To avoid service interruption during busiest customer service response periods.,A,403,0
496,The product shall be available 99.99% of the time for regular business days.,A,403,0
497,The product shall be robust.The product shall have fault avoidance based on standards adoption.,FT,404,2
498,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,FT,405,2
499,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,SC,406,8
500,The product shall be platform independent.The product shall enable access to any type of development environment and platform.,O,407,6
501,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,O,408,6
502,The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,MN,409,5
503,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,MN,410,5
505, The product shall have security.The product shall provide authentication  and authorization.,SE,412,9
506,The product shall information Security.,SE,413,9
507,The product shall enable privacy by encryption WS-Security and Integrity Checking.,SE,413,9
508,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,SE,414,9
510,The interface must have one IBM logo and one CCR logo.,LF,415,4
511,The system shall be displayable on any work computer a CCR user may have.,LF,416,4
513,The system interface will use CCR nomenclature.,LF,417,4
514,The system must use the same nomenclature used in the existing WCS system and reports,LF,417,4
515,The interface must summarize the data in a fashion that is appealing to CCR management.,LF,418,4
516,Every report type must have at least one high level summary shown in the results dashboard/interface,LF,418,4
517,The system must use a point and click interface.,US,419,10
518,100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,US,419,10
519,The interface shall be easy to use.,US,420,10
521,The interface should adhere to IBM usability standards.,US,420,10
524,A user shall be able to use the system without instruction after a short amount of time.,US,422,10
529,All interfaces and reports will undergo usability tests by CCR users.,US,424,10
530,The WCS system shall be available at all times as long as IBM is internal intranet W3 is accessible.,A,425,0
531,The WCS system will be available 95% of the time IBM is internal intranet W3 is available.,A,425,0
532,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,SC,426,8
533,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,SC,427,8
534,The WCS system shall be run in a Windows environment.,O,428,6
535,The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,O,428,6
536,The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).,O,429,6
537,Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.,O,429,6
539,Queries must be made to external databases for data refresh once a week.,MN,430,5
541,Every change must be reflected in WCS system documentation,MN,431,5
542,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees.,SE,432,9
543,Users must be authenticated using their IBM intranet user name and password.,SE,432,9
544,The WCS system shall not allow automatic logins by any user.,SE,433,9
545,Cookies containing WCS login information about a user will not be stored on a user is computer.,SE,433,9
546,Each team owner will need to use a username and password in order to be authenticated to reach the team owner is page,SE,434,9
548,Each page shall contain a navigation menu which shows the index into which the current page is contained.,LF,436,4
551,The messages will contain up to the first 150 characters of the message.,LF,438,4
552,A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.,US,439,10
553,Users shall be able to reach the  iadd i   idrop i  and  itrade player i pages with one click from the team owner is page.,US,440,10
554,Users shall be able to view at least 25 NFL player statistics and points on each page.,US,441,10
